country,format,match,opponent,result,margin,date,ground,home_away,matches,won_flag,lost_flag,tied_flag,no_result_flag,month,year,period
Namibia,ODI,Namibia v United States of America,United States of America,Lost,70 runs,2025-02-14,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Neutral,1,0,1,0,0,2,2025,2025-02
United States of America,ODI,Namibia v United States of America,Namibia,Won,70 runs,2025-02-14,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Neutral,1,1,0,0,0,2,2025,2025-02
Australia,ODI,Australia v Sri Lanka,Sri Lanka,Lost,174 runs,2025-02-14,"R Premadasa Stadium, Colombo",Neutral,1,0,1,0,0,2,2025,2025-02
Sri Lanka,ODI,Australia v Sri Lanka,Australia,Won,174 runs,2025-02-14,"R Premadasa Stadium, Colombo",Neutral,1,1,0,0,0,2,2025,2025-02
Ireland,ODI,Ireland v Zimbabwe,Zimbabwe,Won,6 wickets,2025-02-16,Harare Sports Club,Neutral,1,1,0,0,0,2,2025,2025-02
Zimbabwe,ODI,Ireland v Zimbabwe,Ireland,Lost,6 wickets,2025-02-16,Harare Sports Club,Neutral,1,0,1,0,0,2,2025,2025-02
Namibia,ODI,Namibia v Oman,Oman,Lost,2 wickets,2025-02-16,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Neutral,1,0,1,0,0,2,2025,2025-02
Oman,ODI,Namibia v Oman,Namibia,Won,2 wickets,2025-02-16,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Neutral,1,1,0,0,0,2,2025,2025-02
Ireland,ODI,Ireland v Zimbabwe,Zimbabwe,Lost,9 wickets,2025-02-18,Harare Sports Club,Neutral,1,0,1,0,0,2,2025,2025-02
Zimbabwe,ODI,Ireland v Zimbabwe,Ireland,Won,9 wickets,2025-02-18,Harare Sports Club,Neutral,1,1,0,0,0,2,2025,2025-02
Oman,ODI,Oman v United States of America,United States of America,Lost,57 runs,2025-02-18,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Neutral,1,0,1,0,0,2,2025,2025-02
United States of America,ODI,Oman v United States of America,Oman,Won,57 runs,2025-02-18,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Neutral,1,1,0,0,0,2,2025,2025-02
New Zealand,ODI,New Zealand v Pakistan,Pakistan,Won,60 runs,2025-02-19,"National Stadium, Karachi",Neutral,1,1,0,0,0,2,2025,2025-02
Pakistan,ODI,New Zealand v Pakistan,New Zealand,Lost,60 runs,2025-02-19,"National Stadium, Karachi",Neutral,1,0,1,0,0,2,2025,2025-02
Bangladesh,ODI,Bangladesh v India,India,Lost,6 wickets,2025-02-20,Dubai International Cricket Stadium,Neutral,1,0,1,0,0,2,2025,2025-02
India,ODI,Bangladesh v India,Bangladesh,Won,6 wickets,2025-02-20,Dubai International Cricket Stadium,Neutral,1,1,0,0,0,2,2025,2025-02
Australia,ODI,Australia v England,England,Won,5 wickets,2025-02-22,"Gaddafi Stadium, Lahore",Neutral,1,1,0,0,0,2,2025,2025-02
England,ODI,Australia v England,Australia,Lost,5 wickets,2025-02-22,"Gaddafi Stadium, Lahore",Neutral,1,0,1,0,0,2,2025,2025-02
India,ODI,India v Pakistan,Pakistan,Won,6 wickets,2025-02-23,Dubai International Cricket Stadium,Neutral,1,1,0,0,0,2,2025,2025-02
Pakistan,ODI,India v Pakistan,India,Lost,6 wickets,2025-02-23,Dubai International Cricket Stadium,Neutral,1,0,1,0,0,2,2025,2025-02
Bangladesh,ODI,Bangladesh v New Zealand,New Zealand,Lost,5 wickets,2025-02-24,Rawalpindi Cricket Stadium,Neutral,1,0,1,0,0,2,2025,2025-02
New Zealand,ODI,Bangladesh v New Zealand,Bangladesh,Won,5 wickets,2025-02-24,Rawalpindi Cricket Stadium,Neutral,1,1,0,0,0,2,2025,2025-02
England,ODI,England v South Africa,South Africa,Lost,7 wickets,2025-03-01,"National Stadium, Karachi",Neutral,1,0,1,0,0,3,2025,2025-03
South Africa,ODI,England v South Africa,England,Won,7 wickets,2025-03-01,"National Stadium, Karachi",Neutral,1,1,0,0,0,3,2025,2025-03
India,ODI,India v New Zealand,New Zealand,Won,44 runs,2025-03-02,Dubai International Cricket Stadium,Neutral,1,1,0,0,0,3,2025,2025-03
New Zealand,ODI,India v New Zealand,India,Lost,44 runs,2025-03-02,Dubai International Cricket Stadium,Neutral,1,0,1,0,0,3,2025,2025-03
Australia,ODI,Australia v India,India,Lost,4 wickets,2025-03-04,Dubai International Cricket Stadium,Neutral,1,0,1,0,0,3,2025,2025-03
India,ODI,Australia v India,Australia,Won,4 wickets,2025-03-04,Dubai International Cricket Stadium,Neutral,1,1,0,0,0,3,2025,2025-03
New Zealand,ODI,New Zealand v South Africa,South Africa,Won,50 runs,2025-03-05,"Gaddafi Stadium, Lahore",Neutral,1,1,0,0,0,3,2025,2025-03
South Africa,ODI,New Zealand v South Africa,New Zealand,Lost,50 runs,2025-03-05,"Gaddafi Stadium, Lahore",Neutral,1,0,1,0,0,3,2025,2025-03
Namibia,ODI,Namibia v Netherlands,Netherlands,Lost,53 runs,2025-03-07,"Wanderers Cricket Ground, Windhoek",Neutral,1,0,1,0,0,3,2025,2025-03
Netherlands,ODI,Namibia v Netherlands,Namibia,Won,53 runs,2025-03-07,"Wanderers Cricket Ground, Windhoek",Neutral,1,1,0,0,0,3,2025,2025-03
India,ODI,India v New Zealand,New Zealand,Won,4 wickets,2025-03-09,Dubai International Cricket Stadium,Neutral,1,1,0,0,0,3,2025,2025-03
New Zealand,ODI,India v New Zealand,India,Lost,4 wickets,2025-03-09,Dubai International Cricket Stadium,Neutral,1,0,1,0,0,3,2025,2025-03
Canada,ODI,Canada v Namibia,Namibia,Tied,Tie,2025-03-09,"Wanderers Cricket Ground, Windhoek",Neutral,1,0,0,1,0,3,2025,2025-03
Namibia,ODI,Canada v Namibia,Canada,Tied,Tie,2025-03-09,"Wanderers Cricket Ground, Windhoek",Neutral,1,0,0,1,0,3,2025,2025-03
Namibia,ODI,Namibia v Netherlands,Netherlands,Lost,7 wickets,2025-03-13,"Wanderers Cricket Ground, Windhoek",Neutral,1,0,1,0,0,3,2025,2025-03
Netherlands,ODI,Namibia v Netherlands,Namibia,Won,7 wickets,2025-03-13,"Wanderers Cricket Ground, Windhoek",Neutral,1,1,0,0,0,3,2025,2025-03
Canada,ODI,Canada v Namibia,Namibia,Lost,12 runs,2025-03-15,"Wanderers Cricket Ground, Windhoek",Neutral,1,0,1,0,0,3,2025,2025-03
Namibia,ODI,Canada v Namibia,Canada,Won,12 runs,2025-03-15,"Wanderers Cricket Ground, Windhoek",Neutral,1,1,0,0,0,3,2025,2025-03
New Zealand,ODI,New Zealand v Pakistan,Pakistan,Won,73 runs,2025-03-29,"McLean Park, Napier",Neutral,1,1,0,0,0,3,2025,2025-03
Pakistan,ODI,New Zealand v Pakistan,New Zealand,Lost,73 runs,2025-03-29,"McLean Park, Napier",Neutral,1,0,1,0,0,3,2025,2025-03
New Zealand,ODI,New Zealand v Pakistan,Pakistan,Won,84 runs,2025-04-02,"Seddon Park, Hamilton",Neutral,1,1,0,0,0,4,2025,2025-04
Pakistan,ODI,New Zealand v Pakistan,New Zealand,Lost,84 runs,2025-04-02,"Seddon Park, Hamilton",Neutral,1,0,1,0,0,4,2025,2025-04
New Zealand,ODI,New Zealand v Pakistan,Pakistan,Won,43 runs,2025-04-05,"Bay Oval, Mount Maunganui",Neutral,1,1,0,0,0,4,2025,2025-04
Pakistan,ODI,New Zealand v Pakistan,New Zealand,Lost,43 runs,2025-04-05,"Bay Oval, Mount Maunganui",Neutral,1,0,1,0,0,4,2025,2025-04
Scotland,ODI,Scotland v United Arab Emirates,United Arab Emirates,Won,3 wickets,2025-05-04,"VRA Ground, Amstelveen",Neutral,1,1,0,0,0,5,2025,2025-05
United Arab Emirates,ODI,Scotland v United Arab Emirates,Scotland,Lost,3 wickets,2025-05-04,"VRA Ground, Amstelveen",Neutral,1,0,1,0,0,5,2025,2025-05
Netherlands,ODI,Netherlands v United Arab Emirates,United Arab Emirates,Won,113 runs,2025-05-06,"VRA Ground, Amstelveen",Neutral,1,1,0,0,0,5,2025,2025-05
United Arab Emirates,ODI,Netherlands v United Arab Emirates,Netherlands,Lost,113 runs,2025-05-06,"VRA Ground, Amstelveen",Neutral,1,0,1,0,0,5,2025,2025-05
Scotland,ODI,Scotland v United Arab Emirates,United Arab Emirates,Lost,97 runs,2025-05-08,"VRA Ground, Amstelveen",Neutral,1,0,1,0,0,5,2025,2025-05
United Arab Emirates,ODI,Scotland v United Arab Emirates,Scotland,Won,97 runs,2025-05-08,"VRA Ground, Amstelveen",Neutral,1,1,0,0,0,5,2025,2025-05
Netherlands,ODI,Netherlands v Scotland,Scotland,Won,19 runs,2025-05-10,"VRA Ground, Amstelveen",Neutral,1,1,0,0,0,5,2025,2025-05
Scotland,ODI,Netherlands v Scotland,Netherlands,Lost,19 runs,2025-05-10,"VRA Ground, Amstelveen",Neutral,1,0,1,0,0,5,2025,2025-05
Netherlands,ODI,Netherlands v United Arab Emirates,United Arab Emirates,Won,5 wickets,2025-05-12,"Sportpark Maarschalkerweerd, Utrecht",Neutral,1,1,0,0,0,5,2025,2025-05
United Arab Emirates,ODI,Netherlands v United Arab Emirates,Netherlands,Lost,5 wickets,2025-05-12,"Sportpark Maarschalkerweerd, Utrecht",Neutral,1,0,1,0,0,5,2025,2025-05
Scotland,ODI,Scotland v United Arab Emirates,United Arab Emirates,Won,8 wickets,2025-05-14,"Sportpark Maarschalkerweerd, Utrecht",Neutral,1,1,0,0,0,5,2025,2025-05
United Arab Emirates,ODI,Scotland v United Arab Emirates,Scotland,Lost,8 wickets,2025-05-14,"Sportpark Maarschalkerweerd, Utrecht",Neutral,1,0,1,0,0,5,2025,2025-05
Netherlands,ODI,Netherlands v Scotland,Scotland,Lost,145 runs,2025-05-16,"Sportpark Maarschalkerweerd, Utrecht",Neutral,1,0,1,0,0,5,2025,2025-05
Scotland,ODI,Netherlands v Scotland,Netherlands,Won,145 runs,2025-05-16,"Sportpark Maarschalkerweerd, Utrecht",Neutral,1,1,0,0,0,5,2025,2025-05
Canada,ODI,Canada v United States of America,United States of America,Lost,169 runs,2025-05-17,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",Neutral,1,0,1,0,0,5,2025,2025-05
United States of America,ODI,Canada v United States of America,Canada,Won,169 runs,2025-05-17,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",Neutral,1,1,0,0,0,5,2025,2025-05
Canada,ODI,Canada v Oman,Oman,Lost,15 runs,2025-05-19,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",Neutral,1,0,1,0,0,5,2025,2025-05
Oman,ODI,Canada v Oman,Canada,Won,15 runs,2025-05-19,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",Neutral,1,1,0,0,0,5,2025,2025-05
Ireland,ODI,Ireland v West Indies,West Indies,Won,124 runs,2025-05-21,"Castle Avenue, Dublin",Neutral,1,1,0,0,0,5,2025,2025-05
West Indies,ODI,Ireland v West Indies,Ireland,Lost,124 runs,2025-05-21,"Castle Avenue, Dublin",Neutral,1,0,1,0,0,5,2025,2025-05
Oman,ODI,Oman v United States of America,United States of America,Tied,Tie,2025-05-21,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",Neutral,1,0,0,1,0,5,2025,2025-05
United States of America,ODI,Oman v United States of America,Oman,Tied,Tie,2025-05-21,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",Neutral,1,0,0,1,0,5,2025,2025-05
Ireland,ODI,Ireland v West Indies,West Indies,No Result,No Result,2025-05-23,"Castle Avenue, Dublin",Neutral,1,0,0,0,1,5,2025,2025-05
West Indies,ODI,Ireland v West Indies,Ireland,No Result,No Result,2025-05-23,"Castle Avenue, Dublin",Neutral,1,0,0,0,1,5,2025,2025-05
Canada,ODI,Canada v Oman,Oman,Lost,18 runs,2025-05-23,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",Neutral,1,0,1,0,0,5,2025,2025-05
Oman,ODI,Canada v Oman,Canada,Won,18 runs,2025-05-23,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",Neutral,1,1,0,0,0,5,2025,2025-05
Ireland,ODI,Ireland v West Indies,West Indies,Lost,197 runs,2025-05-25,"Castle Avenue, Dublin",Neutral,1,0,1,0,0,5,2025,2025-05
West Indies,ODI,Ireland v West Indies,Ireland,Won,197 runs,2025-05-25,"Castle Avenue, Dublin",Neutral,1,1,0,0,0,5,2025,2025-05
Canada,ODI,Canada v United States of America,United States of America,Lost,88 runs,2025-05-25,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",Neutral,1,0,1,0,0,5,2025,2025-05
United States of America,ODI,Canada v United States of America,Canada,Won,88 runs,2025-05-25,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",Neutral,1,1,0,0,0,5,2025,2025-05
Oman,ODI,Oman v United States of America,United States of America,Lost,9 runs,2025-05-27,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",Neutral,1,0,1,0,0,5,2025,2025-05
United States of America,ODI,Oman v United States of America,Oman,Won,9 runs,2025-05-27,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",Neutral,1,1,0,0,0,5,2025,2025-05
England,ODI,England v West Indies,West Indies,Won,238 runs,2025-05-29,"Edgbaston, Birmingham",Neutral,1,1,0,0,0,5,2025,2025-05
West Indies,ODI,England v West Indies,England,Lost,238 runs,2025-05-29,"Edgbaston, Birmingham",Neutral,1,0,1,0,0,5,2025,2025-05
England,ODI,England v West Indies,West Indies,Won,3 wickets,2025-06-01,"Sophia Gardens, Cardiff",Neutral,1,1,0,0,0,6,2025,2025-06
West Indies,ODI,England v West Indies,England,Lost,3 wickets,2025-06-01,"Sophia Gardens, Cardiff",Neutral,1,0,1,0,0,6,2025,2025-06
Nepal,ODI,Nepal v Scotland,Scotland,Won,1 wickets,2025-06-02,"Forthill, Dundee",Neutral,1,1,0,0,0,6,2025,2025-06
Scotland,ODI,Nepal v Scotland,Nepal,Lost,1 wickets,2025-06-02,"Forthill, Dundee",Neutral,1,0,1,0,0,6,2025,2025-06
England,ODI,England v West Indies,West Indies,Won,7 wickets,2025-06-03,"Kennington Oval, London",Neutral,1,1,0,0,0,6,2025,2025-06
West Indies,ODI,England v West Indies,England,Lost,7 wickets,2025-06-03,"Kennington Oval, London",Neutral,1,0,1,0,0,6,2025,2025-06
Nepal,ODI,Nepal v Netherlands,Netherlands,Won,5 wickets,2025-06-04,"Forthill, Dundee",Neutral,1,1,0,0,0,6,2025,2025-06
Netherlands,ODI,Nepal v Netherlands,Nepal,Lost,5 wickets,2025-06-04,"Forthill, Dundee",Neutral,1,0,1,0,0,6,2025,2025-06
Netherlands,ODI,Netherlands v Scotland,Scotland,Lost,44 runs,2025-06-06,"Forthill, Dundee",Neutral,1,0,1,0,0,6,2025,2025-06
Scotland,ODI,Netherlands v Scotland,Netherlands,Won,44 runs,2025-06-06,"Forthill, Dundee",Neutral,1,1,0,0,0,6,2025,2025-06
Nepal,ODI,Nepal v Scotland,Scotland,Lost,2 runs,2025-06-08,"Forthill, Dundee",Neutral,1,0,1,0,0,6,2025,2025-06
Scotland,ODI,Nepal v Scotland,Nepal,Won,2 runs,2025-06-08,"Forthill, Dundee",Neutral,1,1,0,0,0,6,2025,2025-06
Nepal,ODI,Nepal v Netherlands,Netherlands,Won,16 runs,2025-06-10,"Forthill, Dundee",Neutral,1,1,0,0,0,6,2025,2025-06
Netherlands,ODI,Nepal v Netherlands,Nepal,Lost,16 runs,2025-06-10,"Forthill, Dundee",Neutral,1,0,1,0,0,6,2025,2025-06
Netherlands,ODI,Netherlands v Scotland,Scotland,Won,4 wickets,2025-06-12,"Forthill, Dundee",Neutral,1,1,0,0,0,6,2025,2025-06
Scotland,ODI,Netherlands v Scotland,Netherlands,Lost,4 wickets,2025-06-12,"Forthill, Dundee",Neutral,1,0,1,0,0,6,2025,2025-06
Bangladesh,ODI,Bangladesh v Sri Lanka,Sri Lanka,Lost,77 runs,2025-07-02,"R Premadasa Stadium, Colombo",Neutral,1,0,1,0,0,7,2025,2025-07
Sri Lanka,ODI,Bangladesh v Sri Lanka,Bangladesh,Won,77 runs,2025-07-02,"R Premadasa Stadium, Colombo",Neutral,1,1,0,0,0,7,2025,2025-07
Bangladesh,ODI,Bangladesh v Sri Lanka,Sri Lanka,Won,16 runs,2025-07-05,"R Premadasa Stadium, Colombo",Neutral,1,1,0,0,0,7,2025,2025-07
Sri Lanka,ODI,Bangladesh v Sri Lanka,Bangladesh,Lost,16 runs,2025-07-05,"R Premadasa Stadium, Colombo",Neutral,1,0,1,0,0,7,2025,2025-07
Bangladesh,ODI,Bangladesh v Sri Lanka,Sri Lanka,Lost,99 runs,2025-07-08,Pallekele International Cricket Stadium,Neutral,1,0,1,0,0,7,2025,2025-07
Sri Lanka,ODI,Bangladesh v Sri Lanka,Bangladesh,Won,99 runs,2025-07-08,Pallekele International Cricket Stadium,Neutral,1,1,0,0,0,7,2025,2025-07
Pakistan,ODI,Pakistan v West Indies,West Indies,Won,5 wickets,2025-08-08,"Brian Lara Stadium, Tarouba, Trinidad",Neutral,1,1,0,0,0,8,2025,2025-08
West Indies,ODI,Pakistan v West Indies,Pakistan,Lost,5 wickets,2025-08-08,"Brian Lara Stadium, Tarouba, Trinidad",Neutral,1,0,1,0,0,8,2025,2025-08
Pakistan,ODI,Pakistan v West Indies,West Indies,Lost,5 wickets,2025-08-10,"Brian Lara Stadium, Tarouba, Trinidad",Neutral,1,0,1,0,0,8,2025,2025-08
West Indies,ODI,Pakistan v West Indies,Pakistan,Won,5 wickets,2025-08-10,"Brian Lara Stadium, Tarouba, Trinidad",Neutral,1,1,0,0,0,8,2025,2025-08
Pakistan,ODI,Pakistan v West Indies,West Indies,Lost,202 runs,2025-08-12,"Brian Lara Stadium, Tarouba, Trinidad",Neutral,1,0,1,0,0,8,2025,2025-08
West Indies,ODI,Pakistan v West Indies,Pakistan,Won,202 runs,2025-08-12,"Brian Lara Stadium, Tarouba, Trinidad",Neutral,1,1,0,0,0,8,2025,2025-08
Australia,ODI,Australia v South Africa,South Africa,Lost,98 runs,2025-08-19,"Cazaly's Stadium, Cairns",Neutral,1,0,1,0,0,8,2025,2025-08
South Africa,ODI,Australia v South Africa,Australia,Won,98 runs,2025-08-19,"Cazaly's Stadium, Cairns",Neutral,1,1,0,0,0,8,2025,2025-08
Australia,ODI,Australia v South Africa,South Africa,Lost,84 runs,2025-08-22,"Great Barrier Reef Arena, Mackay",Neutral,1,0,1,0,0,8,2025,2025-08
South Africa,ODI,Australia v South Africa,Australia,Won,84 runs,2025-08-22,"Great Barrier Reef Arena, Mackay",Neutral,1,1,0,0,0,8,2025,2025-08
Australia,ODI,Australia v South Africa,South Africa,Won,276 runs,2025-08-24,"Great Barrier Reef Arena, Mackay",Neutral,1,1,0,0,0,8,2025,2025-08
South Africa,ODI,Australia v South Africa,Australia,Lost,276 runs,2025-08-24,"Great Barrier Reef Arena, Mackay",Neutral,1,0,1,0,0,8,2025,2025-08
Canada,ODI,Canada v Namibia,Namibia,Lost,5 wickets,2025-08-27,"Maple Leaf North-West Ground, King City",Neutral,1,0,1,0,0,8,2025,2025-08
Namibia,ODI,Canada v Namibia,Canada,Won,5 wickets,2025-08-27,"Maple Leaf North-West Ground, King City",Neutral,1,1,0,0,0,8,2025,2025-08
Sri Lanka,ODI,Sri Lanka v Zimbabwe,Zimbabwe,Won,7 runs,2025-08-29,Harare Sports Club,Neutral,1,1,0,0,0,8,2025,2025-08
Zimbabwe,ODI,Sri Lanka v Zimbabwe,Sri Lanka,Lost,7 runs,2025-08-29,Harare Sports Club,Neutral,1,0,1,0,0,8,2025,2025-08
Sri Lanka,ODI,Sri Lanka v Zimbabwe,Zimbabwe,Won,5 wickets,2025-08-31,Harare Sports Club,Neutral,1,1,0,0,0,8,2025,2025-08
Zimbabwe,ODI,Sri Lanka v Zimbabwe,Sri Lanka,Lost,5 wickets,2025-08-31,Harare Sports Club,Neutral,1,0,1,0,0,8,2025,2025-08
Canada,ODI,Canada v Scotland,Scotland,Lost,7 wickets,2025-08-31,"Maple Leaf North-West Ground, King City",Neutral,1,0,1,0,0,8,2025,2025-08
Scotland,ODI,Canada v Scotland,Canada,Won,7 wickets,2025-08-31,"Maple Leaf North-West Ground, King City",Neutral,1,1,0,0,0,8,2025,2025-08
England,ODI,England v South Africa,South Africa,Lost,7 wickets,2025-09-02,"Headingley, Leeds",Neutral,1,0,1,0,0,9,2025,2025-09
South Africa,ODI,England v South Africa,England,Won,7 wickets,2025-09-02,"Headingley, Leeds",Neutral,1,1,0,0,0,9,2025,2025-09
Canada,ODI,Canada v Namibia,Namibia,Lost,24 runs,2025-09-02,"Maple Leaf North-West Ground, King City",Neutral,1,0,1,0,0,9,2025,2025-09
Namibia,ODI,Canada v Namibia,Canada,Won,24 runs,2025-09-02,"Maple Leaf North-West Ground, King City",Neutral,1,1,0,0,0,9,2025,2025-09
England,ODI,England v South Africa,South Africa,Lost,5 runs,2025-09-04,"Lord's, London",Neutral,1,0,1,0,0,9,2025,2025-09
South Africa,ODI,England v South Africa,England,Won,5 runs,2025-09-04,"Lord's, London",Neutral,1,1,0,0,0,9,2025,2025-09
Namibia,ODI,Namibia v Scotland,Scotland,Lost,55 runs,2025-09-04,"Maple Leaf North-West Ground, King City",Neutral,1,0,1,0,0,9,2025,2025-09
Scotland,ODI,Namibia v Scotland,Namibia,Won,55 runs,2025-09-04,"Maple Leaf North-West Ground, King City",Neutral,1,1,0,0,0,9,2025,2025-09
England,ODI,England v South Africa,South Africa,Won,342 runs,2025-09-07,"The Rose Bowl, Southampton",Neutral,1,1,0,0,0,9,2025,2025-09
South Africa,ODI,England v South Africa,England,Lost,342 runs,2025-09-07,"The Rose Bowl, Southampton",Neutral,1,0,1,0,0,9,2025,2025-09
Bangladesh,ODI,Bangladesh v West Indies,West Indies,Won,74 runs,2025-10-18,"Shere Bangla National Stadium, Mirpur",Neutral,1,1,0,0,0,10,2025,2025-10
West Indies,ODI,Bangladesh v West Indies,Bangladesh,Lost,74 runs,2025-10-18,"Shere Bangla National Stadium, Mirpur",Neutral,1,0,1,0,0,10,2025,2025-10
Australia,ODI,Australia v India,India,Won,7 wickets,2025-10-19,Perth Stadium,Neutral,1,1,0,0,0,10,2025,2025-10
India,ODI,Australia v India,Australia,Lost,7 wickets,2025-10-19,Perth Stadium,Neutral,1,0,1,0,0,10,2025,2025-10
Bangladesh,ODI,Bangladesh v West Indies,West Indies,Tied,Tie,2025-10-21,"Shere Bangla National Stadium, Mirpur",Neutral,1,0,0,1,0,10,2025,2025-10
West Indies,ODI,Bangladesh v West Indies,Bangladesh,Tied,Tie,2025-10-21,"Shere Bangla National Stadium, Mirpur",Neutral,1,0,0,1,0,10,2025,2025-10
Australia,ODI,Australia v India,India,Won,2 wickets,2025-10-23,Adelaide Oval,Neutral,1,1,0,0,0,10,2025,2025-10
India,ODI,Australia v India,Australia,Lost,2 wickets,2025-10-23,Adelaide Oval,Neutral,1,0,1,0,0,10,2025,2025-10
Bangladesh,ODI,Bangladesh v West Indies,West Indies,Won,179 runs,2025-10-23,"Shere Bangla National Stadium, Mirpur",Neutral,1,1,0,0,0,10,2025,2025-10
West Indies,ODI,Bangladesh v West Indies,Bangladesh,Lost,179 runs,2025-10-23,"Shere Bangla National Stadium, Mirpur",Neutral,1,0,1,0,0,10,2025,2025-10
Australia,ODI,Australia v India,India,Lost,9 wickets,2025-10-25,Sydney Cricket Ground,Neutral,1,0,1,0,0,10,2025,2025-10
India,ODI,Australia v India,Australia,Won,9 wickets,2025-10-25,Sydney Cricket Ground,Neutral,1,1,0,0,0,10,2025,2025-10
England,ODI,England v New Zealand,New Zealand,Lost,4 wickets,2025-10-26,"Bay Oval, Mount Maunganui",Neutral,1,0,1,0,0,10,2025,2025-10
New Zealand,ODI,England v New Zealand,England,Won,4 wickets,2025-10-26,"Bay Oval, Mount Maunganui",Neutral,1,1,0,0,0,10,2025,2025-10
Nepal,ODI,Nepal v United States of America,United States of America,Lost,106 runs,2025-10-26,Dubai International Cricket Stadium,Neutral,1,0,1,0,0,10,2025,2025-10
United States of America,ODI,Nepal v United States of America,Nepal,Won,106 runs,2025-10-26,Dubai International Cricket Stadium,Neutral,1,1,0,0,0,10,2025,2025-10
United Arab Emirates,ODI,United Arab Emirates v United States of America,United States of America,Lost,4 wickets,2025-10-28,Dubai International Cricket Stadium,Neutral,1,0,1,0,0,10,2025,2025-10
United States of America,ODI,United Arab Emirates v United States of America,United Arab Emirates,Won,4 wickets,2025-10-28,Dubai International Cricket Stadium,Neutral,1,1,0,0,0,10,2025,2025-10
England,ODI,England v New Zealand,New Zealand,Lost,5 wickets,2025-10-29,"Seddon Park, Hamilton",Neutral,1,0,1,0,0,10,2025,2025-10
New Zealand,ODI,England v New Zealand,England,Won,5 wickets,2025-10-29,"Seddon Park, Hamilton",Neutral,1,1,0,0,0,10,2025,2025-10
Nepal,ODI,Nepal v United Arab Emirates,United Arab Emirates,Lost,5 wickets,2025-10-30,"ICC Academy, Dubai",Neutral,1,0,1,0,0,10,2025,2025-10
United Arab Emirates,ODI,Nepal v United Arab Emirates,Nepal,Won,5 wickets,2025-10-30,"ICC Academy, Dubai",Neutral,1,1,0,0,0,10,2025,2025-10
England,ODI,England v New Zealand,New Zealand,Lost,2 wickets,2025-11-01,"Sky Stadium, Wellington",Neutral,1,0,1,0,0,11,2025,2025-11
New Zealand,ODI,England v New Zealand,England,Won,2 wickets,2025-11-01,"Sky Stadium, Wellington",Neutral,1,1,0,0,0,11,2025,2025-11
Nepal,ODI,Nepal v United States of America,United States of America,Lost,4 wickets,2025-11-01,"ICC Academy, Dubai",Neutral,1,0,1,0,0,11,2025,2025-11
United States of America,ODI,Nepal v United States of America,Nepal,Won,4 wickets,2025-11-01,"ICC Academy, Dubai",Neutral,1,1,0,0,0,11,2025,2025-11
United Arab Emirates,ODI,United Arab Emirates v United States of America,United States of America,Lost,243 runs,2025-11-03,Dubai International Cricket Stadium,Neutral,1,0,1,0,0,11,2025,2025-11
United States of America,ODI,United Arab Emirates v United States of America,United Arab Emirates,Won,243 runs,2025-11-03,Dubai International Cricket Stadium,Neutral,1,1,0,0,0,11,2025,2025-11
Pakistan,ODI,Pakistan v South Africa,South Africa,Won,2 wickets,2025-11-04,"Iqbal Stadium, Faisalabad",Neutral,1,1,0,0,0,11,2025,2025-11
South Africa,ODI,Pakistan v South Africa,Pakistan,Lost,2 wickets,2025-11-04,"Iqbal Stadium, Faisalabad",Neutral,1,0,1,0,0,11,2025,2025-11
Nepal,ODI,Nepal v United Arab Emirates,United Arab Emirates,Lost,4 wickets,2025-11-05,"ICC Academy, Dubai",Neutral,1,0,1,0,0,11,2025,2025-11
United Arab Emirates,ODI,Nepal v United Arab Emirates,Nepal,Won,4 wickets,2025-11-05,"ICC Academy, Dubai",Neutral,1,1,0,0,0,11,2025,2025-11
Pakistan,ODI,Pakistan v South Africa,South Africa,Lost,8 wickets,2025-11-06,"Iqbal Stadium, Faisalabad",Neutral,1,0,1,0,0,11,2025,2025-11
South Africa,ODI,Pakistan v South Africa,Pakistan,Won,8 wickets,2025-11-06,"Iqbal Stadium, Faisalabad",Neutral,1,1,0,0,0,11,2025,2025-11
Pakistan,ODI,Pakistan v South Africa,South Africa,Won,7 wickets,2025-11-08,"Iqbal Stadium, Faisalabad",Neutral,1,1,0,0,0,11,2025,2025-11
South Africa,ODI,Pakistan v South Africa,Pakistan,Lost,7 wickets,2025-11-08,"Iqbal Stadium, Faisalabad",Neutral,1,0,1,0,0,11,2025,2025-11
