country,format,match,opponent,result,margin,date,ground,home_away,matches,won_flag,lost_flag,tied_flag,no_result_flag,month,year,period
New Zealand,Test,New Zealand v Pakistan,Pakistan,Won,176 runs,2021-01-03,Hagley Oval,Neutral,1,1,0,0,0,1,2021,2021-01
Pakistan,Test,New Zealand v Pakistan,New Zealand,Lost,176 runs,2021-01-03,Hagley Oval,Neutral,1,0,1,0,0,1,2021,2021-01
South Africa,Test,South Africa v Sri Lanka,Sri Lanka,Won,10 wickets,2021-01-03,The Wanderers Stadium,Neutral,1,1,0,0,0,1,2021,2021-01
Sri Lanka,Test,South Africa v Sri Lanka,South Africa,Lost,10 wickets,2021-01-03,The Wanderers Stadium,Neutral,1,0,1,0,0,1,2021,2021-01
Australia,Test,Australia v India,India,Drawn,Draw,2021-01-07,Sydney Cricket Ground,Neutral,1,0,0,0,1,1,2021,2021-01
India,Test,Australia v India,Australia,Drawn,Draw,2021-01-07,Sydney Cricket Ground,Neutral,1,0,0,0,1,1,2021,2021-01
England,Test,England v Sri Lanka,Sri Lanka,Won,7 wickets,2021-01-14,Galle International Stadium,Neutral,1,1,0,0,0,1,2021,2021-01
Sri Lanka,Test,England v Sri Lanka,England,Lost,7 wickets,2021-01-14,Galle International Stadium,Neutral,1,0,1,0,0,1,2021,2021-01
Australia,Test,Australia v India,India,Lost,3 wickets,2021-01-15,Brisbane Cricket Ground,Neutral,1,0,1,0,0,1,2021,2021-01
India,Test,Australia v India,Australia,Won,3 wickets,2021-01-15,Brisbane Cricket Ground,Neutral,1,1,0,0,0,1,2021,2021-01
England,Test,England v Sri Lanka,Sri Lanka,Won,6 wickets,2021-01-22,Galle International Stadium,Neutral,1,1,0,0,0,1,2021,2021-01
Sri Lanka,Test,England v Sri Lanka,England,Lost,6 wickets,2021-01-22,Galle International Stadium,Neutral,1,0,1,0,0,1,2021,2021-01
Pakistan,Test,Pakistan v South Africa,South Africa,Won,7 wickets,2021-01-26,National Stadium,Neutral,1,1,0,0,0,1,2021,2021-01
South Africa,Test,Pakistan v South Africa,Pakistan,Lost,7 wickets,2021-01-26,National Stadium,Neutral,1,0,1,0,0,1,2021,2021-01
Bangladesh,Test,Bangladesh v West Indies,West Indies,Lost,3 wickets,2021-02-03,Zahur Ahmed Chowdhury Stadium,Neutral,1,0,1,0,0,2,2021,2021-02
West Indies,Test,Bangladesh v West Indies,Bangladesh,Won,3 wickets,2021-02-03,Zahur Ahmed Chowdhury Stadium,Neutral,1,1,0,0,0,2,2021,2021-02
Pakistan,Test,Pakistan v South Africa,South Africa,Won,95 runs,2021-02-04,Rawalpindi Cricket Stadium,Neutral,1,1,0,0,0,2,2021,2021-02
South Africa,Test,Pakistan v South Africa,Pakistan,Lost,95 runs,2021-02-04,Rawalpindi Cricket Stadium,Neutral,1,0,1,0,0,2,2021,2021-02
England,Test,England v India,India,Won,227 runs,2021-02-05,MA Chidambaram Stadium,Neutral,1,1,0,0,0,2,2021,2021-02
India,Test,England v India,England,Lost,227 runs,2021-02-05,MA Chidambaram Stadium,Neutral,1,0,1,0,0,2,2021,2021-02
Bangladesh,Test,Bangladesh v West Indies,West Indies,Lost,17 runs,2021-02-11,Shere Bangla National Stadium,Neutral,1,0,1,0,0,2,2021,2021-02
West Indies,Test,Bangladesh v West Indies,Bangladesh,Won,17 runs,2021-02-11,Shere Bangla National Stadium,Neutral,1,1,0,0,0,2,2021,2021-02
England,Test,England v India,India,Lost,317 runs,2021-02-13,MA Chidambaram Stadium,Neutral,1,0,1,0,0,2,2021,2021-02
India,Test,England v India,England,Won,317 runs,2021-02-13,MA Chidambaram Stadium,Neutral,1,1,0,0,0,2,2021,2021-02
England,Test,England v India,India,Lost,10 wickets,2021-02-24,Narendra Modi Stadium,Neutral,1,0,1,0,0,2,2021,2021-02
India,Test,England v India,England,Won,10 wickets,2021-02-24,Narendra Modi Stadium,Neutral,1,1,0,0,0,2,2021,2021-02
England,Test,England v India,India,Lost,25 runs,2021-03-04,Narendra Modi Stadium,Neutral,1,0,1,0,0,3,2021,2021-03
India,Test,England v India,England,Won,25 runs,2021-03-04,Narendra Modi Stadium,Neutral,1,1,0,0,0,3,2021,2021-03
Sri Lanka,Test,Sri Lanka v West Indies,West Indies,Drawn,Draw,2021-03-21,Sir Vivian Richards Stadium,Neutral,1,0,0,0,1,3,2021,2021-03
West Indies,Test,Sri Lanka v West Indies,Sri Lanka,Drawn,Draw,2021-03-21,Sir Vivian Richards Stadium,Neutral,1,0,0,0,1,3,2021,2021-03
Sri Lanka,Test,Sri Lanka v West Indies,West Indies,Drawn,Draw,2021-03-29,Sir Vivian Richards Stadium,Neutral,1,0,0,0,1,3,2021,2021-03
West Indies,Test,Sri Lanka v West Indies,Sri Lanka,Drawn,Draw,2021-03-29,Sir Vivian Richards Stadium,Neutral,1,0,0,0,1,3,2021,2021-03
Bangladesh,Test,Bangladesh v Sri Lanka,Sri Lanka,Drawn,Draw,2021-04-21,Pallekele International Cricket Stadium,Neutral,1,0,0,0,1,4,2021,2021-04
Sri Lanka,Test,Bangladesh v Sri Lanka,Bangladesh,Drawn,Draw,2021-04-21,Pallekele International Cricket Stadium,Neutral,1,0,0,0,1,4,2021,2021-04
Bangladesh,Test,Bangladesh v Sri Lanka,Sri Lanka,Lost,209 runs,2021-04-29,Pallekele International Cricket Stadium,Neutral,1,0,1,0,0,4,2021,2021-04
Sri Lanka,Test,Bangladesh v Sri Lanka,Bangladesh,Won,209 runs,2021-04-29,Pallekele International Cricket Stadium,Neutral,1,1,0,0,0,4,2021,2021-04
Pakistan,Test,Pakistan v Zimbabwe,Zimbabwe,Won,116 runs,2021-04-29,Harare Sports Club,Neutral,1,1,0,0,0,4,2021,2021-04
Zimbabwe,Test,Pakistan v Zimbabwe,Pakistan,Lost,116 runs,2021-04-29,Harare Sports Club,Neutral,1,0,1,0,0,4,2021,2021-04
Pakistan,Test,Pakistan v Zimbabwe,Zimbabwe,Won,147 runs,2021-05-07,Harare Sports Club,Neutral,1,1,0,0,0,5,2021,2021-05
Zimbabwe,Test,Pakistan v Zimbabwe,Pakistan,Lost,147 runs,2021-05-07,Harare Sports Club,Neutral,1,0,1,0,0,5,2021,2021-05
England,Test,England v New Zealand,New Zealand,Drawn,Draw,2021-06-02,"Lord's, London",Neutral,1,0,0,0,1,6,2021,2021-06
New Zealand,Test,England v New Zealand,England,Drawn,Draw,2021-06-02,"Lord's, London",Neutral,1,0,0,0,1,6,2021,2021-06
England,Test,England v New Zealand,New Zealand,Lost,8 wickets,2021-06-10,"Edgbaston, Birmingham",Neutral,1,0,1,0,0,6,2021,2021-06
New Zealand,Test,England v New Zealand,England,Won,8 wickets,2021-06-10,"Edgbaston, Birmingham",Neutral,1,1,0,0,0,6,2021,2021-06
South Africa,Test,South Africa v West Indies,West Indies,Won,63 runs,2021-06-10,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",Neutral,1,1,0,0,0,6,2021,2021-06
West Indies,Test,South Africa v West Indies,South Africa,Lost,63 runs,2021-06-10,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",Neutral,1,0,1,0,0,6,2021,2021-06
India,Test,India v New Zealand,New Zealand,Lost,8 wickets,2021-06-18,"The Rose Bowl, Southampton",Neutral,1,0,1,0,0,6,2021,2021-06
New Zealand,Test,India v New Zealand,India,Won,8 wickets,2021-06-18,"The Rose Bowl, Southampton",Neutral,1,1,0,0,0,6,2021,2021-06
South Africa,Test,South Africa v West Indies,West Indies,Won,158 runs,2021-06-18,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",Neutral,1,1,0,0,0,6,2021,2021-06
West Indies,Test,South Africa v West Indies,South Africa,Lost,158 runs,2021-06-18,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",Neutral,1,0,1,0,0,6,2021,2021-06
Bangladesh,Test,Bangladesh v Zimbabwe,Zimbabwe,Won,220 runs,2021-07-07,Harare Sports Club,Neutral,1,1,0,0,0,7,2021,2021-07
Zimbabwe,Test,Bangladesh v Zimbabwe,Bangladesh,Lost,220 runs,2021-07-07,Harare Sports Club,Neutral,1,0,1,0,0,7,2021,2021-07
England,Test,England v India,India,Drawn,Draw,2021-08-04,"Trent Bridge, Nottingham",Neutral,1,0,0,0,1,8,2021,2021-08
India,Test,England v India,England,Drawn,Draw,2021-08-04,"Trent Bridge, Nottingham",Neutral,1,0,0,0,1,8,2021,2021-08
England,Test,England v India,India,Lost,151 runs,2021-08-12,"Lord's, London",Neutral,1,0,1,0,0,8,2021,2021-08
India,Test,England v India,England,Won,151 runs,2021-08-12,"Lord's, London",Neutral,1,1,0,0,0,8,2021,2021-08
Pakistan,Test,Pakistan v West Indies,West Indies,Lost,1 wickets,2021-08-12,"Sabina Park, Kingston, Jamaica",Neutral,1,0,1,0,0,8,2021,2021-08
West Indies,Test,Pakistan v West Indies,Pakistan,Won,1 wickets,2021-08-12,"Sabina Park, Kingston, Jamaica",Neutral,1,1,0,0,0,8,2021,2021-08
Pakistan,Test,Pakistan v West Indies,West Indies,Won,109 runs,2021-08-20,"Sabina Park, Kingston, Jamaica",Neutral,1,1,0,0,0,8,2021,2021-08
West Indies,Test,Pakistan v West Indies,Pakistan,Lost,109 runs,2021-08-20,"Sabina Park, Kingston, Jamaica",Neutral,1,0,1,0,0,8,2021,2021-08
England,Test,England v India,India,Won,76 runs,2021-08-25,"Headingley, Leeds",Neutral,1,1,0,0,0,8,2021,2021-08
India,Test,England v India,England,Lost,76 runs,2021-08-25,"Headingley, Leeds",Neutral,1,0,1,0,0,8,2021,2021-08
England,Test,England v India,India,Lost,157 runs,2021-09-02,"Kennington Oval, London",Neutral,1,0,1,0,0,9,2021,2021-09
India,Test,England v India,England,Won,157 runs,2021-09-02,"Kennington Oval, London",Neutral,1,1,0,0,0,9,2021,2021-09
Sri Lanka,Test,Sri Lanka v West Indies,West Indies,Won,187 runs,2021-11-21,Galle International Stadium,Neutral,1,1,0,0,0,11,2021,2021-11
West Indies,Test,Sri Lanka v West Indies,Sri Lanka,Lost,187 runs,2021-11-21,Galle International Stadium,Neutral,1,0,1,0,0,11,2021,2021-11
India,Test,India v New Zealand,New Zealand,Drawn,Draw,2021-11-25,"Green Park, Kanpur",Neutral,1,0,0,0,1,11,2021,2021-11
New Zealand,Test,India v New Zealand,India,Drawn,Draw,2021-11-25,"Green Park, Kanpur",Neutral,1,0,0,0,1,11,2021,2021-11
Bangladesh,Test,Bangladesh v Pakistan,Pakistan,Lost,8 wickets,2021-11-26,"Zahur Ahmed Chowdhury Stadium, Chattogram",Neutral,1,0,1,0,0,11,2021,2021-11
Pakistan,Test,Bangladesh v Pakistan,Bangladesh,Won,8 wickets,2021-11-26,"Zahur Ahmed Chowdhury Stadium, Chattogram",Neutral,1,1,0,0,0,11,2021,2021-11
Sri Lanka,Test,Sri Lanka v West Indies,West Indies,Won,164 runs,2021-11-29,Galle International Stadium,Neutral,1,1,0,0,0,11,2021,2021-11
West Indies,Test,Sri Lanka v West Indies,Sri Lanka,Lost,164 runs,2021-11-29,Galle International Stadium,Neutral,1,0,1,0,0,11,2021,2021-11
India,Test,India v New Zealand,New Zealand,Won,372 runs,2021-12-03,"Wankhede Stadium, Mumbai",Neutral,1,1,0,0,0,12,2021,2021-12
New Zealand,Test,India v New Zealand,India,Lost,372 runs,2021-12-03,"Wankhede Stadium, Mumbai",Neutral,1,0,1,0,0,12,2021,2021-12
Bangladesh,Test,Bangladesh v Pakistan,Pakistan,Lost,8 runs,2021-12-04,"Shere Bangla National Stadium, Mirpur",Neutral,1,0,1,0,0,12,2021,2021-12
Pakistan,Test,Bangladesh v Pakistan,Bangladesh,Won,8 runs,2021-12-04,"Shere Bangla National Stadium, Mirpur",Neutral,1,1,0,0,0,12,2021,2021-12
Australia,Test,Australia v England,England,Won,9 wickets,2021-12-08,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Neutral,1,1,0,0,0,12,2021,2021-12
England,Test,Australia v England,Australia,Lost,9 wickets,2021-12-08,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Neutral,1,0,1,0,0,12,2021,2021-12
Australia,Test,Australia v England,England,Won,275 runs,2021-12-16,Adelaide Oval,Neutral,1,1,0,0,0,12,2021,2021-12
England,Test,Australia v England,Australia,Lost,275 runs,2021-12-16,Adelaide Oval,Neutral,1,0,1,0,0,12,2021,2021-12
Australia,Test,Australia v England,England,Won,14 runs,2021-12-26,Melbourne Cricket Ground,Neutral,1,1,0,0,0,12,2021,2021-12
England,Test,Australia v England,Australia,Lost,14 runs,2021-12-26,Melbourne Cricket Ground,Neutral,1,0,1,0,0,12,2021,2021-12
India,Test,India v South Africa,South Africa,Won,113 runs,2021-12-26,"SuperSport Park, Centurion",Neutral,1,1,0,0,0,12,2021,2021-12
South Africa,Test,India v South Africa,India,Lost,113 runs,2021-12-26,"SuperSport Park, Centurion",Neutral,1,0,1,0,0,12,2021,2021-12
Bangladesh,Test,Bangladesh v New Zealand,New Zealand,Won,8 wickets,2022-01-01,"Bay Oval, Mount Maunganui",Neutral,1,1,0,0,0,1,2022,2022-01
New Zealand,Test,Bangladesh v New Zealand,Bangladesh,Lost,8 wickets,2022-01-01,"Bay Oval, Mount Maunganui",Neutral,1,0,1,0,0,1,2022,2022-01
India,Test,India v South Africa,South Africa,Lost,7 wickets,2022-01-03,"The Wanderers Stadium, Johannesburg",Neutral,1,0,1,0,0,1,2022,2022-01
South Africa,Test,India v South Africa,India,Won,7 wickets,2022-01-03,"The Wanderers Stadium, Johannesburg",Neutral,1,1,0,0,0,1,2022,2022-01
Australia,Test,Australia v England,England,Drawn,Draw,2022-01-05,Sydney Cricket Ground,Neutral,1,0,0,0,1,1,2022,2022-01
England,Test,Australia v England,Australia,Drawn,Draw,2022-01-05,Sydney Cricket Ground,Neutral,1,0,0,0,1,1,2022,2022-01
Bangladesh,Test,Bangladesh v New Zealand,New Zealand,Lost,117 runs,2022-01-09,"Hagley Oval, Christchurch",Neutral,1,0,1,0,0,1,2022,2022-01
New Zealand,Test,Bangladesh v New Zealand,Bangladesh,Won,117 runs,2022-01-09,"Hagley Oval, Christchurch",Neutral,1,1,0,0,0,1,2022,2022-01
India,Test,India v South Africa,South Africa,Lost,7 wickets,2022-01-11,"Newlands, Cape Town",Neutral,1,0,1,0,0,1,2022,2022-01
South Africa,Test,India v South Africa,India,Won,7 wickets,2022-01-11,"Newlands, Cape Town",Neutral,1,1,0,0,0,1,2022,2022-01
Australia,Test,Australia v England,England,Won,146 runs,2022-01-14,"Bellerive Oval, Hobart",Neutral,1,1,0,0,0,1,2022,2022-01
England,Test,Australia v England,Australia,Lost,146 runs,2022-01-14,"Bellerive Oval, Hobart",Neutral,1,0,1,0,0,1,2022,2022-01
New Zealand,Test,New Zealand v South Africa,South Africa,Won,276 runs,2022-02-17,"Hagley Oval, Christchurch",Neutral,1,1,0,0,0,2,2022,2022-02
South Africa,Test,New Zealand v South Africa,New Zealand,Lost,276 runs,2022-02-17,"Hagley Oval, Christchurch",Neutral,1,0,1,0,0,2,2022,2022-02
New Zealand,Test,New Zealand v South Africa,South Africa,Lost,198 runs,2022-02-25,"Hagley Oval, Christchurch",Neutral,1,0,1,0,0,2,2022,2022-02
South Africa,Test,New Zealand v South Africa,New Zealand,Won,198 runs,2022-02-25,"Hagley Oval, Christchurch",Neutral,1,1,0,0,0,2,2022,2022-02
India,Test,India v Sri Lanka,Sri Lanka,Won,222 runs,2022-03-04,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Neutral,1,1,0,0,0,3,2022,2022-03
Sri Lanka,Test,India v Sri Lanka,India,Lost,222 runs,2022-03-04,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Neutral,1,0,1,0,0,3,2022,2022-03
Australia,Test,Australia v Pakistan,Pakistan,Drawn,Draw,2022-03-04,Rawalpindi Cricket Stadium,Neutral,1,0,0,0,1,3,2022,2022-03
Pakistan,Test,Australia v Pakistan,Australia,Drawn,Draw,2022-03-04,Rawalpindi Cricket Stadium,Neutral,1,0,0,0,1,3,2022,2022-03
England,Test,England v West Indies,West Indies,Drawn,Draw,2022-03-08,"Sir Vivian Richards Stadium, North Sound, Antigua",Neutral,1,0,0,0,1,3,2022,2022-03
West Indies,Test,England v West Indies,England,Drawn,Draw,2022-03-08,"Sir Vivian Richards Stadium, North Sound, Antigua",Neutral,1,0,0,0,1,3,2022,2022-03
India,Test,India v Sri Lanka,Sri Lanka,Won,238 runs,2022-03-12,"M Chinnaswamy Stadium, Bengaluru",Neutral,1,1,0,0,0,3,2022,2022-03
Sri Lanka,Test,India v Sri Lanka,India,Lost,238 runs,2022-03-12,"M Chinnaswamy Stadium, Bengaluru",Neutral,1,0,1,0,0,3,2022,2022-03
Australia,Test,Australia v Pakistan,Pakistan,Drawn,Draw,2022-03-12,"National Stadium, Karachi",Neutral,1,0,0,0,1,3,2022,2022-03
Pakistan,Test,Australia v Pakistan,Australia,Drawn,Draw,2022-03-12,"National Stadium, Karachi",Neutral,1,0,0,0,1,3,2022,2022-03
England,Test,England v West Indies,West Indies,Drawn,Draw,2022-03-16,"Kensington Oval, Bridgetown, Barbados",Neutral,1,0,0,0,1,3,2022,2022-03
West Indies,Test,England v West Indies,England,Drawn,Draw,2022-03-16,"Kensington Oval, Bridgetown, Barbados",Neutral,1,0,0,0,1,3,2022,2022-03
Australia,Test,Australia v Pakistan,Pakistan,Won,115 runs,2022-03-21,"Gaddafi Stadium, Lahore",Neutral,1,1,0,0,0,3,2022,2022-03
Pakistan,Test,Australia v Pakistan,Australia,Lost,115 runs,2022-03-21,"Gaddafi Stadium, Lahore",Neutral,1,0,1,0,0,3,2022,2022-03
England,Test,England v West Indies,West Indies,Lost,10 wickets,2022-03-24,"National Cricket Stadium, St George's, Grenada",Neutral,1,0,1,0,0,3,2022,2022-03
West Indies,Test,England v West Indies,England,Won,10 wickets,2022-03-24,"National Cricket Stadium, St George's, Grenada",Neutral,1,1,0,0,0,3,2022,2022-03
Bangladesh,Test,Bangladesh v South Africa,South Africa,Lost,220 runs,2022-03-31,"Kingsmead, Durban",Neutral,1,0,1,0,0,3,2022,2022-03
South Africa,Test,Bangladesh v South Africa,Bangladesh,Won,220 runs,2022-03-31,"Kingsmead, Durban",Neutral,1,1,0,0,0,3,2022,2022-03
Bangladesh,Test,Bangladesh v South Africa,South Africa,Lost,332 runs,2022-04-08,"St George's Park, Port Elizabeth",Neutral,1,0,1,0,0,4,2022,2022-04
South Africa,Test,Bangladesh v South Africa,Bangladesh,Won,332 runs,2022-04-08,"St George's Park, Port Elizabeth",Neutral,1,1,0,0,0,4,2022,2022-04
Bangladesh,Test,Bangladesh v Sri Lanka,Sri Lanka,Drawn,Draw,2022-05-15,"Zahur Ahmed Chowdhury Stadium, Chattogram",Neutral,1,0,0,0,1,5,2022,2022-05
Sri Lanka,Test,Bangladesh v Sri Lanka,Bangladesh,Drawn,Draw,2022-05-15,"Zahur Ahmed Chowdhury Stadium, Chattogram",Neutral,1,0,0,0,1,5,2022,2022-05
Bangladesh,Test,Bangladesh v Sri Lanka,Sri Lanka,Lost,10 wickets,2022-05-23,"Shere Bangla National Stadium, Mirpur",Neutral,1,0,1,0,0,5,2022,2022-05
Sri Lanka,Test,Bangladesh v Sri Lanka,Bangladesh,Won,10 wickets,2022-05-23,"Shere Bangla National Stadium, Mirpur",Neutral,1,1,0,0,0,5,2022,2022-05
England,Test,England v New Zealand,New Zealand,Won,5 wickets,2022-06-02,"Lord's, London",Neutral,1,1,0,0,0,6,2022,2022-06
New Zealand,Test,England v New Zealand,England,Lost,5 wickets,2022-06-02,"Lord's, London",Neutral,1,0,1,0,0,6,2022,2022-06
England,Test,England v New Zealand,New Zealand,Won,5 wickets,2022-06-10,"Trent Bridge, Nottingham",Neutral,1,1,0,0,0,6,2022,2022-06
New Zealand,Test,England v New Zealand,England,Lost,5 wickets,2022-06-10,"Trent Bridge, Nottingham",Neutral,1,0,1,0,0,6,2022,2022-06
Bangladesh,Test,Bangladesh v West Indies,West Indies,Lost,7 wickets,2022-06-16,"Sir Vivian Richards Stadium, North Sound, Antigua",Neutral,1,0,1,0,0,6,2022,2022-06
West Indies,Test,Bangladesh v West Indies,Bangladesh,Won,7 wickets,2022-06-16,"Sir Vivian Richards Stadium, North Sound, Antigua",Neutral,1,1,0,0,0,6,2022,2022-06
England,Test,England v New Zealand,New Zealand,Won,7 wickets,2022-06-23,"Headingley, Leeds",Neutral,1,1,0,0,0,6,2022,2022-06
New Zealand,Test,England v New Zealand,England,Lost,7 wickets,2022-06-23,"Headingley, Leeds",Neutral,1,0,1,0,0,6,2022,2022-06
Bangladesh,Test,Bangladesh v West Indies,West Indies,Lost,10 wickets,2022-06-24,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",Neutral,1,0,1,0,0,6,2022,2022-06
West Indies,Test,Bangladesh v West Indies,Bangladesh,Won,10 wickets,2022-06-24,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",Neutral,1,1,0,0,0,6,2022,2022-06
Australia,Test,Australia v Sri Lanka,Sri Lanka,Won,10 wickets,2022-06-29,Galle International Stadium,Neutral,1,1,0,0,0,6,2022,2022-06
Sri Lanka,Test,Australia v Sri Lanka,Australia,Lost,10 wickets,2022-06-29,Galle International Stadium,Neutral,1,0,1,0,0,6,2022,2022-06
England,Test,England v India,India,Won,7 wickets,2022-07-01,"Edgbaston, Birmingham",Neutral,1,1,0,0,0,7,2022,2022-07
India,Test,England v India,England,Lost,7 wickets,2022-07-01,"Edgbaston, Birmingham",Neutral,1,0,1,0,0,7,2022,2022-07
Australia,Test,Australia v Sri Lanka,Sri Lanka,Lost,39 runs,2022-07-08,Galle International Stadium,Neutral,1,0,1,0,0,7,2022,2022-07
Sri Lanka,Test,Australia v Sri Lanka,Australia,Won,39 runs,2022-07-08,Galle International Stadium,Neutral,1,1,0,0,0,7,2022,2022-07
Pakistan,Test,Pakistan v Sri Lanka,Sri Lanka,Won,4 wickets,2022-07-16,Galle International Stadium,Neutral,1,1,0,0,0,7,2022,2022-07
Sri Lanka,Test,Pakistan v Sri Lanka,Pakistan,Lost,4 wickets,2022-07-16,Galle International Stadium,Neutral,1,0,1,0,0,7,2022,2022-07
Pakistan,Test,Pakistan v Sri Lanka,Sri Lanka,Lost,246 runs,2022-07-24,Galle International Stadium,Neutral,1,0,1,0,0,7,2022,2022-07
Sri Lanka,Test,Pakistan v Sri Lanka,Pakistan,Won,246 runs,2022-07-24,Galle International Stadium,Neutral,1,1,0,0,0,7,2022,2022-07
England,Test,England v South Africa,South Africa,Lost,12 runs,2022-08-17,"Lord's, London",Neutral,1,0,1,0,0,8,2022,2022-08
South Africa,Test,England v South Africa,England,Won,12 runs,2022-08-17,"Lord's, London",Neutral,1,1,0,0,0,8,2022,2022-08
England,Test,England v South Africa,South Africa,Won,85 runs,2022-08-25,"Old Trafford, Manchester",Neutral,1,1,0,0,0,8,2022,2022-08
South Africa,Test,England v South Africa,England,Lost,85 runs,2022-08-25,"Old Trafford, Manchester",Neutral,1,0,1,0,0,8,2022,2022-08
England,Test,England v South Africa,South Africa,Won,9 wickets,2022-09-08,"Kennington Oval, London",Neutral,1,1,0,0,0,9,2022,2022-09
South Africa,Test,England v South Africa,England,Lost,9 wickets,2022-09-08,"Kennington Oval, London",Neutral,1,0,1,0,0,9,2022,2022-09
Australia,Test,Australia v West Indies,West Indies,Won,164 runs,2022-11-30,Perth Stadium,Neutral,1,1,0,0,0,11,2022,2022-11
West Indies,Test,Australia v West Indies,Australia,Lost,164 runs,2022-11-30,Perth Stadium,Neutral,1,0,1,0,0,11,2022,2022-11
England,Test,England v Pakistan,Pakistan,Won,74 runs,2022-12-01,Rawalpindi Cricket Stadium,Neutral,1,1,0,0,0,12,2022,2022-12
Pakistan,Test,England v Pakistan,England,Lost,74 runs,2022-12-01,Rawalpindi Cricket Stadium,Neutral,1,0,1,0,0,12,2022,2022-12
Australia,Test,Australia v West Indies,West Indies,Won,419 runs,2022-12-08,Adelaide Oval,Neutral,1,1,0,0,0,12,2022,2022-12
West Indies,Test,Australia v West Indies,Australia,Lost,419 runs,2022-12-08,Adelaide Oval,Neutral,1,0,1,0,0,12,2022,2022-12
England,Test,England v Pakistan,Pakistan,Won,26 runs,2022-12-09,Multan Cricket Stadium,Neutral,1,1,0,0,0,12,2022,2022-12
Pakistan,Test,England v Pakistan,England,Lost,26 runs,2022-12-09,Multan Cricket Stadium,Neutral,1,0,1,0,0,12,2022,2022-12
Bangladesh,Test,Bangladesh v India,India,Lost,188 runs,2022-12-14,"Zahur Ahmed Chowdhury Stadium, Chattogram",Neutral,1,0,1,0,0,12,2022,2022-12
India,Test,Bangladesh v India,Bangladesh,Won,188 runs,2022-12-14,"Zahur Ahmed Chowdhury Stadium, Chattogram",Neutral,1,1,0,0,0,12,2022,2022-12
Australia,Test,Australia v South Africa,South Africa,Won,6 wickets,2022-12-17,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Neutral,1,1,0,0,0,12,2022,2022-12
South Africa,Test,Australia v South Africa,Australia,Lost,6 wickets,2022-12-17,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Neutral,1,0,1,0,0,12,2022,2022-12
England,Test,England v Pakistan,Pakistan,Won,8 wickets,2022-12-17,"National Stadium, Karachi",Neutral,1,1,0,0,0,12,2022,2022-12
Pakistan,Test,England v Pakistan,England,Lost,8 wickets,2022-12-17,"National Stadium, Karachi",Neutral,1,0,1,0,0,12,2022,2022-12
Bangladesh,Test,Bangladesh v India,India,Lost,3 wickets,2022-12-22,"Shere Bangla National Stadium, Mirpur",Neutral,1,0,1,0,0,12,2022,2022-12
India,Test,Bangladesh v India,Bangladesh,Won,3 wickets,2022-12-22,"Shere Bangla National Stadium, Mirpur",Neutral,1,1,0,0,0,12,2022,2022-12
Australia,Test,Australia v South Africa,South Africa,Won,182 runs,2022-12-26,Melbourne Cricket Ground,Neutral,1,1,0,0,0,12,2022,2022-12
South Africa,Test,Australia v South Africa,Australia,Lost,182 runs,2022-12-26,Melbourne Cricket Ground,Neutral,1,0,1,0,0,12,2022,2022-12
New Zealand,Test,New Zealand v Pakistan,Pakistan,Drawn,Draw,2022-12-26,"National Stadium, Karachi",Neutral,1,0,0,0,1,12,2022,2022-12
Pakistan,Test,New Zealand v Pakistan,New Zealand,Drawn,Draw,2022-12-26,"National Stadium, Karachi",Neutral,1,0,0,0,1,12,2022,2022-12
New Zealand,Test,New Zealand v Pakistan,Pakistan,Drawn,Draw,2023-01-02,"National Stadium, Karachi",Neutral,1,0,0,0,1,1,2023,2023-01
Pakistan,Test,New Zealand v Pakistan,New Zealand,Drawn,Draw,2023-01-02,"National Stadium, Karachi",Neutral,1,0,0,0,1,1,2023,2023-01
Australia,Test,Australia v South Africa,South Africa,Drawn,Draw,2023-01-04,Sydney Cricket Ground,Neutral,1,0,0,0,1,1,2023,2023-01
South Africa,Test,Australia v South Africa,Australia,Drawn,Draw,2023-01-04,Sydney Cricket Ground,Neutral,1,0,0,0,1,1,2023,2023-01
West Indies,Test,West Indies v Zimbabwe,Zimbabwe,Drawn,Draw,2023-02-04,"Queens Sports Club, Bulawayo",Neutral,1,0,0,0,1,2,2023,2023-02
Zimbabwe,Test,West Indies v Zimbabwe,West Indies,Drawn,Draw,2023-02-04,"Queens Sports Club, Bulawayo",Neutral,1,0,0,0,1,2,2023,2023-02
Australia,Test,Australia v India,India,Lost,132 runs,2023-02-09,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",Neutral,1,0,1,0,0,2,2023,2023-02
India,Test,Australia v India,Australia,Won,132 runs,2023-02-09,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",Neutral,1,1,0,0,0,2,2023,2023-02
